Passage,NewID,WordNo,Sentence,WordID,IDEnd,IDBegin,Word,WordWithPunctuation,WordNoPunctuation,WP,WL,WordClass,CosineSimilarity_Content_Sentence,PartOfSpeech
38,38Bw06,20,2,Bw06,Middle2,Middle2,"hospitals,","hospitals,",hospitals,6,9,Content,0.41080534,NOUN
38,38Bw07,21,2,Bw07,Middle2,Middle2,disabling,disabling,disabling,7,9,Content,0.17150043,PROPN
38,38Bw08,22,2,Bw08,Middle2,Middle2,essential,essential,essential,8,9,Content,0.19036095,ADJ
38,38Bw09,23,2,Bw09,Middle2,Middle2,services,services,services,9,8,Content,0.30492556,NOUN
38,38Bw10,24,2,Bw10,Middle2,Middle2,for,for,for,10,3,Function,0.18927395,ADP
38,38Bw11,25,2,Bw11,Middle2,Middle2,tens,tens,tens,11,4,Content,0.2976092,NOUN
38,38Bw12,26,2,Bw12,Middle2,Middle2,of,of,of,12,2,Function,WordNotInVocabulary,ADP
38,38Bw13,27,2,Bw13,BEN-2,BEN-2,thousands,thousands,thousands,13,9,Content,0.46066523,NOUN
38,38Bw14,28,2,Bw14,BEN-1,BEN-1,of,of,of,14,2,Function,WordNotInVocabulary,ADP
38,38Bw15,29,2,Bw15,BEN,BEN,people.,people.,people,15,6,Content,0.37727523,NOUN
39,39Aw01,1,1,Aw01,Aw01,Aw01,To,To,To,1,2,Function,WordNotInVocabulary,ADP
39,39Aw02,2,1,Aw02,Aw02,Aw02,make,make,make,2,4,Content,WordNotInVocabulary,VERB
39,39Aw03,3,1,Aw03,Aw03,Aw03,it,it,it,3,2,Function,0.31155688,PRON
39,39Aw04,4,1,Aw04,Middle1,Middle1,to,to,to,4,2,Function,WordNotInVocabulary,ADP
39,39Aw05,5,1,Aw05,Middle1,Middle1,the,the,the,5,3,Function,0.22223929,PRON
39,39Aw06,6,1,Aw06,Middle1,Middle1,big,big,big,6,3,Content,0.3178562,ADJ
39,39Aw07,7,1,Aw07,Middle1,Middle1,"game,","game,",game,7,4,Content,0.15560043,NOUN
39,39Aw08,8,1,Aw08,Middle1,Middle1,the,the,the,8,3,Function,0.303837,PRON
39,39Aw09,9,1,Aw09,Middle1,Middle1,Saudi,Saudi,Saudi,9,5,Content,-0.013585703,ADJ
39,39Aw10,10,1,Aw10,Middle1,Middle1,soccer,soccer,soccer,10,6,Content,0.30144125,NOUN
39,39Aw11,11,1,Aw11,Middle1,Middle1,fan,fan,fan,11,3,Content,0.2684053,NOUN
39,39Aw12,12,1,Aw12,Middle1,Middle1,resorted,resorted,resorted,12,8,Content,0.087752126,VERB
39,39Aw13,13,1,Aw13,AEN-2,AEN-2,to,to,to,13,2,Function,WordNotInVocabulary,ADP
39,39Aw14,14,1,Aw14,AEN-1,AEN-1,unusual,unusual,unusual,14,7,Content,0.113753095,ADJ
39,39Aw15,15,1,Aw15,AEN,AEN,measures.,measures.,measures,15,8,Content,0.092215724,NOUN
39,39Bw01,16,2,Bw01,Bw01,Bw01,He,He,He,1,2,Function,,PRON
39,39Bw02,17,2,Bw02,Bw02,Bw02,first,first,first,2,5,Content,NA,ADJ
39,39Bw03,18,2,Bw03,Bw03,Bw03,flew,flew,flew,3,4,Content,0.21273753,VERB
39,39Bw04,19,2,Bw04,Middle2,Middle2,to,to,to,4,2,Function,WordNotInVocabulary,ADP
39,39Bw05,20,2,Bw05,Middle2,Middle2,"Kuwait,","Kuwait,",Kuwait,5,6,Content,0.013455099,PROPN
39,39Bw06,21,2,Bw06,Middle2,Middle2,where,where,where,6,5,Content,0.21418208,SCONJ
39,39Bw07,22,2,Bw07,Middle2,Middle2,he,he,he,7,2,Function,0.21051256,PRON
39,39Bw08,23,2,Bw08,Middle2,Middle2,told,told,told,8,4,Content,0.17502867,VERB
39,39Bw09,24,2,Bw09,Middle2,Middle2,his,his,his,9,3,Function,0.17324468,PRON
39,39Bw10,25,2,Bw10,Middle2,Middle2,parents,parents,parents,10,7,Content,0.11136532,NOUN
39,39Bw11,26,2,Bw11,Middle2,Middle2,he,he,he,11,2,Function,0.28226742,PRON
39,39Bw12,27,2,Bw12,Middle2,Middle2,was,was,was,12,3,Content,0.33770213,AUX
39,39Bw13,28,2,Bw13,BEN-2,BEN-2,going,going,going,13,5,Content,0.40451947,VERB
39,39Bw14,29,2,Bw14,BEN-1,BEN-1,on,on,on,14,2,Function,0.30204496,ADP
39,39Bw15,30,2,Bw15,BEN,BEN,vacation.,vacation.,vacation,15,8,Content,0.28198355,NOUN
40,40Aw01,1,1,Aw01,Aw01,Aw01,It,It,It,1,2,Function,,PRON
40,40Aw02,2,1,Aw02,Aw02,Aw02,was,was,was,2,3,Content,NA,AUX
40,40Aw03,3,1,Aw03,AEN-2,Aw03,bound,bound,bound,3,5,Content,0.060353395,VERB
40,40Aw04,4,1,Aw04,AEN-1,AEN-1,to,to,to,4,2,Function,WordNotInVocabulary,ADP
40,40Aw05,5,1,Aw05,AEN,AEN,happen.,happen.,happen,5,6,Content,0.21799748,VERB
40,40Bw01,6,2,Bw01,Bw01,Bw01,"Toothpaste,","Toothpaste,",Toothpaste,1,10,Content,,NOUN
40,40Bw02,7,2,Bw02,Bw02,Bw02,perhaps,perhaps,perhaps,2,7,Content,0.018599644,ADV
40,40Bw03,8,2,Bw03,Bw03,Bw03,the,the,the,3,3,Function,0.16209179,PRON
40,40Bw04,9,2,Bw04,Middle2,Middle2,last,last,last,4,4,Content,0.11511606,ADJ
40,40Bw05,10,2,Bw05,Middle2,Middle2,part,part,part,5,4,Content,0.14375193,NOUN
40,40Bw06,11,2,Bw06,Middle2,Middle2,of,of,of,6,2,Function,WordNotInVocabulary,ADP
40,40Bw07,12,2,Bw07,Middle2,Middle2,your,your,your,7,4,Function,0.18098131,PRON
40,40Bw08,13,2,Bw08,Middle2,Middle2,daily,daily,daily,8,5,Content,0.14264679,ADJ
40,40Bw09,14,2,Bw09,Middle2,Middle2,grooming,grooming,grooming,9,8,Content,0.23265396,NOUN
40,40Bw10,15,2,Bw10,Middle2,Middle2,regimen,regimen,regimen,10,7,Content,0.29973927,NOUN
40,40Bw11,16,2,Bw11,Middle2,Middle2,that,that,that,11,4,Function,0.29323217,SCONJ
40,40Bw12,17,2,Bw12,Middle2,Middle2,had,had,had,12,3,Content,0.20114711,VERB
40,40Bw13,18,2,Bw13,Middle2,Middle2,not,not,not,13,3,Content,0.26867014,PART
40,40Bw14,19,2,Bw14,Middle2,Middle2,been,been,been,14,4,Content,0.32158664,AUX
40,40Bw15,20,2,Bw15,Middle2,Middle2,gussied,gussied,gussied,15,7,Content,0.09889522,VERB
40,40Bw16,21,2,Bw16,Middle2,Middle2,"up,","up,",up,16,2,Function,0.24190259,NOUN
40,40Bw17,22,2,Bw17,Middle2,Middle2,has,has,has,17,3,Content,0.3800201,VERB
40,40Bw18,23,2,Bw18,BEN-2,BEN-2,now,now,now,18,3,Content,0.41552386,ADV
40,40Bw19,24,2,Bw19,BEN-1,BEN-1,been,been,been,19,4,Content,0.5305726,AUX
40,40Bw20,25,2,Bw20,BEN,BEN,rethought.,rethought.,rethought,20,9,Content,0.2616188,VERB
41,41Aw01,1,1,Aw01,Aw01,Aw01,Done,Done,Done,1,4,Content,,VERB
41,41Aw02,2,1,Aw02,Aw02,Aw02,"correctly,","correctly,",correctly,2,9,Content,0.1876994,ADV
41,41Aw03,3,1,Aw03,Aw03,Aw03,exfoliation,exfoliation,exfoliation,3,11,Content,0.028781146,NOUN
41,41Aw04,4,1,Aw04,Middle1,Middle1,helps,helps,helps,4,5,Content,0.16460209,INTJ
41,41Aw05,5,1,Aw05,Middle1,Middle1,your,your,your,5,4,Function,0.34976113,PRON
41,41Aw06,6,1,Aw06,Middle1,Middle1,skin,skin,skin,6,4,Content,0.41266963,NOUN
41,41Aw07,7,1,Aw07,Middle1,Middle1,purge,purge,purge,7,5,Content,0.16724648,NOUN
41,41Aw08,8,1,Aw08,Middle1,Middle1,dead,dead,dead,8,4,Content,0.11835283,ADJ
41,41Aw09,9,1,Aw09,Middle1,Middle1,"cells,","cells,",cells,9,5,Content,0.2689196,NOUN
41,41Aw10,10,1,Aw10,Middle1,Middle1,revealing,revealing,revealing,10,9,Content,0.14932992,VERB
41,41Aw11,11,1,Aw11,Middle1,Middle1,a,a,a,11,1,Function,WordNotInVocabulary,INTJ
41,41Aw12,12,1,Aw12,AEN-2,AEN-2,better,better,better,12,6,Content,0.24845564,ADV
41,41Aw13,13,1,Aw13,AEN-1,AEN-1,complexion,complexion,complexion,13,10,Content,0.29315355,NOUN
41,41Aw14,14,1,Aw14,AEN,AEN,underneath.,underneath.,underneath,14,10,Function,0.30234575,ADV
41,41Bw01,15,2,Bw01,Bw01,Bw01,That,That,That,1,4,Function,,PRON
41,41Bw02,16,2,Bw02,Bw02,Bw02,magic,magic,magic,2,5,Content,NA,NOUN
41,41Bw03,17,2,Bw03,Bw03,Bw03,draws,draws,draws,3,5,Content,0.08574893,NOUN
41,41Bw04,18,2,Bw04,Middle2,Middle2,us,us,us,4,2,Function,0.14299013,PRON
41,41Bw05,19,2,Bw05,Middle2,Middle2,to,to,to,5,2,Function,WordNotInVocabulary,ADP
41,41Bw06,20,2,Bw06,Middle2,Middle2,the,the,the,6,3,Function,0.18702497,PRON
41,41Bw07,21,2,Bw07,Middle2,Middle2,practice,practice,practice,7,8,Content,0.035815597,NOUN
41,41Bw08,22,2,Bw08,Middle2,Middle2,but,but,but,8,3,Function,0.23734003,CCONJ
41,41Bw09,23,2,Bw09,Middle2,Middle2,also,also,also,9,4,Content,0.10521517,ADV
41,41Bw10,24,2,Bw10,BEN-2,BEN-2,makes,makes,makes,10,5,Content,0.22310193,VERB
41,41Bw11,25,2,Bw11,BEN-1,BEN-1,us,us,us,11,2,Function,0.24098624,PRON
41,41Bw12,26,2,Bw12,BEN,BEN,overzealous.,overzealous.,overzealous,12,11,Content,0.06963126,ADJ
42,42Aw01,1,1,Aw01,Aw01,Aw01,By,By,By,1,2,Function,,ADP
42,42Aw02,2,1,Aw02,Aw02,Aw02,the,the,the,2,3,Function,NA,PRON
42,42Aw03,3,1,Aw03,Aw03,Aw03,time,time,time,3,4,Content,NA,NOUN
42,42Aw04,4,1,Aw04,Middle1,Middle1,most,most,most,4,4,Content,0.18247563,ADJ
42,42Aw05,5,1,Aw05,Middle1,Middle1,military,military,military,5,8,Content,0.114224434,ADJ
42,42Aw06,6,1,Aw06,Middle1,Middle1,children,children,children,6,8,Content,0.19045287,NOUN
42,42Aw07,7,1,Aw07,Middle1,Middle1,complete,complete,complete,7,8,Content,0.13332634,ADJ
42,42Aw08,8,1,Aw08,Middle1,Middle1,secondary,secondary,secondary,8,9,Content,0.23236607,ADJ
42,42Aw09,9,1,Aw09,Middle1,Middle1,"school,","school,",school,9,6,Content,0.4253549,NOUN
42,42Aw10,10,1,Aw10,Middle1,Middle1,they,they,they,10,4,Function,0.34440923,PRON
42,42Aw11,11,1,Aw11,Middle1,Middle1,will,will,will,11,4,Function,0.21191923,AUX
42,42Aw12,12,1,Aw12,Middle1,Middle1,have,have,have,12,4,Content,0.28434885,VERB
42,42Aw13,13,1,Aw13,Middle1,Middle1,switched,switched,switched,13,8,Content,0.15950322,VERB
42,42Aw14,14,1,Aw14,Middle1,Middle1,schools,schools,schools,14,7,Content,0.5007163,NOUN
42,42Aw15,15,1,Aw15,Middle1,Middle1,up,up,up,15,2,Function,0.1633061,NOUN
42,42Aw16,16,1,Aw16,AEN-2,AEN-2,to,to,to,16,2,Function,WordNotInVocabulary,ADP
42,42Aw17,17,1,Aw17,AEN-1,AEN-1,nine,nine,nine,17,4,Function,0.28706327,NUM
42,42Aw18,18,1,Aw18,AEN,AEN,times.,times.,times,18,5,Content,0.26744533,NOUN
42,42Bw01,19,2,Bw01,Bw01,Bw01,These,These,These,1,5,Function,,PRON
42,42Bw02,20,2,Bw02,Bw02,Bw02,frequent,frequent,frequent,2,8,Content,NA,ADJ
42,42Bw03,21,2,Bw03,Bw03,Bw03,changes,changes,changes,3,7,Content,0.07895008,NOUN
42,42Bw04,22,2,Bw04,Middle2,Middle2,between,between,between,4,7,Function,0.11718716,ADP
42,42Bw05,23,2,Bw05,Middle2,Middle2,schools,schools,schools,5,7,Content,0.02123985,NOUN
42,42Bw06,24,2,Bw06,Middle2,Middle2,of,of,of,6,2,Function,WordNotInVocabulary,ADP
42,42Bw07,25,2,Bw07,Middle2,Middle2,strikingly,strikingly,strikingly,7,10,Content,0.12308734,ADV
42,42Bw08,26,2,Bw08,Middle2,Middle2,varying,varying,varying,8,7,Content,0.2928403,VERB
42,42Bw09,27,2,Bw09,Middle2,Middle2,quality,quality,quality,9,7,Content,0.22071326,NOUN
42,42Bw10,28,2,Bw10,Middle2,Middle2,trouble,trouble,trouble,10,7,Content,0.103173435,NOUN
42,42Bw11,29,2,Bw11,Middle2,Middle2,military,military,military,11,8,Content,0.13984361,ADJ
42,42Bw12,30,2,Bw12,Middle2,Middle2,children,children,children,12,8,Content,0.26689515,NOUN
42,42Bw13,31,2,Bw13,Middle2,Middle2,both,both,both,13,4,Function,0.38513398,PRON
42,42Bw14,32,2,Bw14,BEN-2,BEN-2,socially,socially,socially,14,8,Content,0.2576956,ADV
42,42Bw15,33,2,Bw15,BEN-1,BEN-1,and,and,and,15,3,Function,WordNotInVocabulary,CCONJ
42,42Bw16,34,2,Bw16,BEN,BEN,academically.,academically.,academically,16,12,Content,0.40827748,ADV
43,43Aw01,1,1,Aw01,Aw01,Aw01,A,A,A,1,1,Function,WordNotInVocabulary,NOUN
43,43Aw02,2,1,Aw02,Aw02,Aw02,decade,decade,decade,2,6,Content,WordNotInVocabulary,NOUN
43,43Aw03,3,1,Aw03,Aw03,Aw03,"ago,","ago,",ago,3,3,Content,0.31052166,ADV
43,43Aw04,4,1,Aw04,Middle1,Middle1,natural,natural,natural,4,7,Content,0.06385951,ADJ
43,43Aw05,5,1,Aw05,Middle1,Middle1,gas,gas,gas,5,3,Content,0.0845392,NOUN
43,43Aw06,6,1,Aw06,Middle1,Middle1,was,was,was,6,3,Content,0.2206167,AUX
43,43Aw07,7,1,Aw07,Middle1,Middle1,heralded,heralded,heralded,7,8,Content,0.23150367,VERB
43,43Aw08,8,1,Aw08,Middle1,Middle1,as,as,as,8,2,Function,0.25967786,ADP
43,43Aw09,9,1,Aw09,Middle1,Middle1,the,the,the,9,3,Function,0.4092121,PRON
43,43Aw10,10,1,Aw10,Middle1,Middle1,fuel,fuel,fuel,10,4,Content,0.30477595,NOUN
43,43Aw11,11,1,Aw11,AEN-2,AEN-2,of,of,of,11,2,Function,WordNotInVocabulary,ADP
43,43Aw12,12,1,Aw12,AEN-1,AEN-1,the,the,the,12,3,Function,0.40833828,PRON
43,43Aw13,13,1,Aw13,AEN,AEN,future.,future.,future,13,6,Content,0.19702677,NOUN
43,43Bw01,14,2,Bw01,Bw01,Bw01,In,In,In,1,2,Function,,ADP
43,43Bw02,15,2,Bw02,Bw02,Bw02,shale,shale,shale,2,5,Content,NA,PROPN
43,43Bw03,16,2,Bw03,Bw03,Bw03,fields,fields,fields,3,6,Content,0.23181549,NOUN
43,43Bw04,17,2,Bw04,Middle2,Middle2,across,across,across,4,6,Function,0.12416155,ADV
43,43Bw05,18,2,Bw05,Middle2,Middle2,the,the,the,5,3,Function,0.089445114,PRON
43,43Bw06,19,2,Bw06,Middle2,Middle2,"country,","country,",country,6,7,Content,0.16329624,NOUN
43,43Bw07,20,2,Bw07,Middle2,Middle2,hydraulic,hydraulic,hydraulic,7,9,Content,0.14272797,ADJ
43,43Bw08,21,2,Bw08,Middle2,Middle2,fracturing,fracturing,fracturing,8,10,Content,0.3714138,NOUN
43,43Bw09,22,2,Bw09,Middle2,Middle2,uncorked,uncorked,uncorked,9,8,Content,0.056862622,VERB
43,43Bw10,23,2,Bw10,Middle2,Middle2,a,a,a,10,1,Function,WordNotInVocabulary,INTJ
43,43Bw11,24,2,Bw11,Middle2,Middle2,lucrative,lucrative,lucrative,11,9,Content,0.16512768,ADJ
43,43Bw12,25,2,Bw12,Middle2,Middle2,new,new,new,12,3,Content,0.13587767,ADJ
43,43Bw13,26,2,Bw13,BEN-2,BEN-2,source,source,source,13,6,Content,0.10506442,NOUN
43,43Bw14,27,2,Bw14,BEN-1,BEN-1,of,of,of,14,2,Function,WordNotInVocabulary,ADP
43,43Bw15,28,2,Bw15,BEN,BEN,supply.,supply.,supply,15,6,Content,0.24078828,NOUN
44,44Aw01,1,1,Aw01,Aw01,Aw01,Climate,Climate,Climate,1,7,Content,,NOUN
44,44Aw02,2,1,Aw02,Aw02,Aw02,change,change,change,2,6,Content,0.1755534,NOUN
44,44Aw03,3,1,Aw03,Aw03,Aw03,will,will,will,3,4,Function,0.14823024,AUX
44,44Aw04,4,1,Aw04,Middle1,Middle1,inevitably,inevitably,inevitably,4,10,Content,0.15789868,ADV
44,44Aw05,5,1,Aw05,Middle1,Middle1,transform,transform,transform,5,9,Content,0.26208934,NOUN
44,44Aw06,6,1,Aw06,Middle1,Middle1,the,the,the,6,3,Function,0.27117944,PRON
44,44Aw07,7,1,Aw07,Middle1,Middle1,way,way,way,7,3,Content,0.31424206,NOUN
44,44Aw08,8,1,Aw08,Middle1,Middle1,the,the,the,8,3,Function,0.31017858,PRON
44,44Aw09,9,1,Aw09,AEN-2,AEN-2,world,world,world,9,5,Content,0.32340205,NOUN
44,44Aw10,10,1,Aw10,AEN-1,AEN-1,produces,produces,produces,10,8,Content,0.21153878,VERB
44,44Aw11,11,1,Aw11,AEN,AEN,goods.,goods.,goods,11,5,Content,0.16605426,NOUN
44,44Bw01,12,2,Bw01,Bw01,Bw01,Farmers,Farmers,Farmers,1,7,Content,,NOUN
44,44Bw02,13,2,Bw02,Bw02,Bw02,who,who,who,2,3,Function,0.0967674,PRON
44,44Bw03,14,2,Bw03,Bw03,Bw03,produce,produce,produce,3,7,Content,0.2586836,VERB
44,44Bw04,15,2,Bw04,Middle2,Middle2,wine,wine,wine,4,4,Content,0.2351175,NOUN
44,44Bw05,16,2,Bw05,Middle2,Middle2,"grapes,","grapes,",grapes,5,6,Content,0.6377134,NOUN
44,44Bw06,17,2,Bw06,Middle2,Middle2,an,an,an,6,2,Function,0.049395863,PRON
44,44Bw07,18,2,Bw07,Middle2,Middle2,especially,especially,especially,7,10,Content,0.12571739,ADV
44,44Bw08,19,2,Bw08,Middle2,Middle2,sensitive,sensitive,sensitive,8,9,Content,0.14421047,ADJ
44,44Bw09,20,2,Bw09,Middle2,Middle2,"crop,","crop,",crop,9,4,Content,0.49206823,NOUN
44,44Bw10,21,2,Bw10,Middle2,Middle2,are,are,are,10,3,Content,0.23296036,AUX
44,44Bw11,22,2,Bw11,Middle2,Middle2,already,already,already,11,7,Content,0.23584533,ADV
44,44Bw12,23,2,Bw12,BEN-2,BEN-2,feeling,feeling,feeling,12,7,Content,0.22156614,NOUN
44,44Bw13,24,2,Bw13,BEN-1,BEN-1,those,those,those,13,5,Function,0.3744314,PRON
44,44Bw14,25,2,Bw14,BEN,BEN,effects.,effects.,effects,14,7,Content,0.18760367,NOUN
45,45Aw01,1,1,Aw01,Aw01,Aw01,Progressives,Progressives,Progressives,1,12,Content,,NOUN
45,45Aw02,2,1,Aw02,Aw02,Aw02,have,have,have,2,4,Content,0.13024436,VERB
45,45Aw03,3,1,Aw03,Aw03,Aw03,long,long,long,3,4,Content,0.20471483,ADJ
45,45Aw04,4,1,Aw04,Middle1,Middle1,looked,looked,looked,4,6,Content,0.18569946,VERB
45,45Aw05,5,1,Aw05,Middle1,Middle1,to,to,to,5,2,Function,WordNotInVocabulary,ADP
45,45Aw06,6,1,Aw06,Middle1,Middle1,federal,federal,federal,6,7,Content,0.13439861,ADJ
45,45Aw07,7,1,Aw07,Middle1,Middle1,courts,courts,courts,7,6,Content,0.2743581,NOUN
45,45Aw08,8,1,Aw08,Middle1,Middle1,to,to,to,8,2,Function,WordNotInVocabulary,ADP
45,45Aw09,9,1,Aw09,Middle1,Middle1,guard,guard,guard,9,5,Content,0.13955167,NOUN
45,45Aw10,10,1,Aw10,Middle1,Middle1,the,the,the,10,3,Function,0.35263103,PRON
45,45Aw11,11,1,Aw11,Middle1,Middle1,rights,rights,rights,11,6,Content,0.193813,NOUN
45,45Aw12,12,1,Aw12,Middle1,Middle1,of,of,of,12,2,Function,WordNotInVocabulary,ADP
45,45Aw13,13,1,Aw13,Middle1,Middle1,racial,racial,racial,13,6,Content,0.25345057,ADJ
45,45Aw14,14,1,Aw14,AEN-2,AEN-2,minorities,minorities,minorities,14,10,Content,0.42924538,NOUN
45,45Aw15,15,1,Aw15,AEN-1,AEN-1,and,and,and,15,3,Function,WordNotInVocabulary,CCONJ
45,45Aw16,16,1,Aw16,AEN,AEN,dissenters.,dissenters.,dissenters,16,10,Content,0.40824693,NOUN
45,45Bw01,17,2,Bw01,Bw01,Bw01,But,But,But,1,3,Function,,CCONJ
45,45Bw02,18,2,Bw02,Bw02,Bw02,that,that,that,2,4,Function,NA,SCONJ
45,45Bw03,19,2,Bw03,BEN-2,Bw03,protection,protection,protection,3,10,Content,NA,NOUN
45,45Bw04,20,2,Bw04,BEN-1,BEN-1,is,is,is,4,2,Content,0.074046165,AUX
45,45Bw05,21,2,Bw05,BEN,BEN,weakening.,weakening.,weakening,5,9,Content,0.16145585,NOUN
46,46Aw01,1,1,Aw01,Aw01,Aw01,Ten,Ten,Ten,1,3,Function,,NUM
46,46Aw02,2,1,Aw02,Aw02,Aw02,years,years,years,2,5,Content,NA,NOUN
46,46Aw03,3,1,Aw03,Aw03,Aw03,"ago,","ago,",ago,3,3,Content,0.50549084,ADV
46,46Aw04,4,1,Aw04,Middle1,Middle1,checklists,checklists,checklists,4,10,Content,-0.02398996,NOUN
46,46Aw05,5,1,Aw05,Middle1,Middle1,for,for,for,5,3,Function,0.26274928,ADP
46,46Aw06,6,1,Aw06,Middle1,Middle1,surgeons,surgeons,surgeons,6,8,Content,0.18238336,NOUN
46,46Aw07,7,1,Aw07,Middle1,Middle1,were,were,were,7,4,Content,0.23253742,AUX
46,46Aw08,8,1,Aw08,AEN-2,AEN-2,all,all,all,8,3,Function,0.250706,PRON
46,46Aw09,9,1,Aw09,AEN-1,AEN-1,the,the,the,9,3,Function,0.2708697,PRON
46,46Aw10,10,1,Aw10,AEN,AEN,rage.,rage.,rage,10,4,Content,0.036607713,NOUN
46,46Bw01,11,2,Bw01,Bw01,Bw01,Inspired,Inspired,Inspired,1,8,Content,,VERB
46,46Bw02,12,2,Bw02,Bw02,Bw02,by,by,by,2,2,Function,0.12928317,ADP
46,46Bw03,13,2,Bw03,Bw03,Bw03,the,the,the,3,3,Function,0.07903103,PRON
46,46Bw04,14,2,Bw04,Middle2,Middle2,preflight,preflight,preflight,4,9,Content,0.005053951,NOUN
46,46Bw05,15,2,Bw05,Middle2,Middle2,routines,routines,routines,5,8,Content,0.2910215,NOUN
46,46Bw06,16,2,Bw06,Middle2,Middle2,of,of,of,6,2,Function,WordNotInVocabulary,ADP
46,46Bw07,17,2,Bw07,Middle2,Middle2,airline,airline,airline,7,7,Content,0.195383,NOUN
46,46Bw08,18,2,Bw08,Middle2,Middle2,"pilots,","pilots,",pilots,8,6,Content,0.44657794,NOUN
46,46Bw09,19,2,Bw09,Middle2,Middle2,surgical,surgical,surgical,9,8,Content,0.18004802,ADJ
46,46Bw10,20,2,Bw10,Middle2,Middle2,checklists,checklists,checklists,10,10,Content,0.41938767,NOUN
46,46Bw11,21,2,Bw11,Middle2,Middle2,were,were,were,11,4,Content,0.14363606,AUX
46,46Bw12,22,2,Bw12,Middle2,Middle2,shown,shown,shown,12,5,Content,0.08022387,VERB
46,46Bw13,23,2,Bw13,Middle2,Middle2,to,to,to,13,2,Function,WordNotInVocabulary,ADP
46,46Bw14,24,2,Bw14,Middle2,Middle2,prevent,prevent,prevent,14,7,Content,0.2022162,NOUN
46,46Bw15,25,2,Bw15,Middle2,Middle2,tragic,tragic,tragic,15,6,Content,0.1404294,ADJ
46,46Bw16,26,2,Bw16,Middle2,Middle2,"errors,","errors,",errors,16,6,Content,0.23266038,NOUN
46,46Bw17,27,2,Bw17,Middle2,Middle2,reduce,reduce,reduce,17,6,Content,0.2642366,VERB
46,46Bw18,28,2,Bw18,Middle2,Middle2,infections,infections,infections,18,10,Content,0.2413096,NOUN
46,46Bw19,29,2,Bw19,BEN-2,BEN-2,and,and,and,19,3,Function,WordNotInVocabulary,CCONJ
46,46Bw20,30,2,Bw20,BEN-1,BEN-1,save,save,save,20,4,Content,0.286878,VERB
46,46Bw21,31,2,Bw21,BEN,BEN,lives.,lives.,lives,21,5,Content,0.2586219,NOUN
47,47Aw01,1,1,Aw01,Aw01,Aw01,The,The,The,1,3,Function,,PRON
47,47Aw02,2,1,Aw02,Aw02,Aw02,many,many,many,2,4,Content,NA,ADJ
47,47Aw03,3,1,Aw03,Aw03,Aw03,whiskeys,whiskeys,whiskeys,3,8,Content,-0.003765419,NOUN
47,47Aw04,4,1,Aw04,Middle1,Middle1,of,of,of,4,2,Function,WordNotInVocabulary,ADP
47,47Aw05,5,1,Aw05,Middle1,Middle1,Japan,Japan,Japan,5,5,Content,0.1410486,PROPN
47,47Aw06,6,1,Aw06,Middle1,Middle1,are,are,are,6,3,Content,0.2267576,AUX
47,47Aw07,7,1,Aw07,Middle1,Middle1,complex,complex,complex,7,7,Content,0.076234885,ADJ
47,47Aw08,8,1,Aw08,AEN-2,AEN-2,and,and,and,8,3,Function,WordNotInVocabulary,CCONJ
47,47Aw09,9,1,Aw09,AEN-1,AEN-1,often,often,often,9,5,Content,0.3174044,ADV
47,47Aw10,10,1,Aw10,AEN,AEN,expensive.,expensive.,expensive,10,9,Content,0.35269818,ADJ
47,47Bw01,11,2,Bw01,Bw01,Bw01,Learning,Learning,Learning,1,8,Content,,VERB
47,47Bw02,12,2,Bw02,Bw02,Bw02,about,about,about,2,5,Function,0.14669701,ADP
47,47Bw03,13,2,Bw03,Bw03,Bw03,them,them,them,3,4,Function,0.23036659,PRON
47,47Bw04,14,2,Bw04,Middle2,Middle2,can,can,can,4,3,Function,0.22681989,AUX
47,47Bw05,15,2,Bw05,BEN-2,BEN-2,be,be,be,5,2,Content,0.072631136,AUX
47,47Bw06,16,2,Bw06,BEN-1,BEN-1,a,a,a,6,1,Function,WordNotInVocabulary,INTJ
47,47Bw07,17,2,Bw07,BEN,BEN,challenge.,challenge.,challenge,7,9,Content,0.2087208,NOUN
48,48Aw01,1,1,Aw01,Aw01,Aw01,Dublin,Dublin,Dublin,1,6,Content,,PROPN
48,48Aw02,2,1,Aw02,Aw02,Aw02,has,has,has,2,3,Content,-0.06292214,VERB
48,48Aw03,3,1,Aw03,Aw03,Aw03,long,long,long,3,4,Content,0.08516606,ADJ
48,48Aw04,4,1,Aw04,Middle1,Middle1,been,been,been,4,4,Content,0.45338285,AUX
48,48Aw05,5,1,Aw05,Middle1,Middle1,a,a,a,5,1,Function,WordNotInVocabulary,INTJ
48,48Aw06,6,1,Aw06,Middle1,Middle1,beer,beer,beer,6,4,Content,0.09842836,NOUN
48,48Aw07,7,1,Aw07,AEN-2,AEN-2,and,and,and,7,3,Function,WordNotInVocabulary,CCONJ
48,48Aw08,8,1,Aw08,AEN-1,AEN-1,whiskey,whiskey,whiskey,8,7,Content,0.40224588,NOUN
48,48Aw09,9,1,Aw09,AEN,AEN,town.,town.,town,9,4,Content,0.13960874,NOUN
48,48Bw01,10,2,Bw01,Bw01,Bw01,For,For,For,1,3,Function,,ADP
48,48Bw02,11,2,Bw02,Bw02,Bw02,generations,generations,generations,2,11,Content,NA,NOUN
48,48Bw03,12,2,Bw03,Bw03,Bw03,pubs,pubs,pubs,3,4,Content,0.081685744,NOUN
