Passage,NewID,Word,WordWithPunctuation,WordNoPunctuation,WordClass,PartOfSpeech,CosineSimilarity,CosineSimilarity_Normalized
58,58Bw08,cost,cost,cost,Content,NOUN,0.3088827,0.31393808
58,58Bw09,of,of,of,Function,ADP,null,null
58,58Bw10,a,a,a,Function,DET,null,null
58,58Bw11,more,more,more,Content,ADV,0.40374613,0.43497822
58,58Bw12,experienced,experienced,experienced,Content,ADJ,0.23615797,0.23933008
58,58Bw13,"worker,","worker,",worker,Content,NOUN,0.16855957,0.15448552
58,58Bw14,hiring,hiring,hiring,Content,VERB,0.28714964,0.27455777
58,58Bw15,managers,managers,managers,Content,NOUN,0.3728995,0.35678765
58,58Bw16,should,should,should,Function,AUX,0.39682654,0.4193972
58,58Bw17,also,also,also,Content,ADV,0.30609575,0.32934597
58,58Bw18,consider,consider,consider,Content,VERB,0.3761637,0.37882152
58,58Bw19,the,the,the,Function,DET,0.3676651,0.40644994
58,58Bw20,benefits,benefits,benefits,Content,NOUN,0.35415092,0.3473521
58,58Bw21,of,of,of,Function,ADP,null,null
58,58Bw22,hiring,hiring,hiring,Content,VERB,0.4464937,0.41010636
58,58Bw23,them.,them.,them,Function,PRON,0.44857338,0.48057717
59,59Aw01,Earth,Earth,Earth,Content,PROPN,null,null
59,59Aw02,is,is,is,Content,AUX,0.08427109,0.0842711
59,59Aw03,"warming,","warming,",warming,Content,VERB,0.24533899,0.21827231
59,59Aw04,and,and,and,Function,CCONJ,null,null
59,59Aw05,we,we,we,Function,PRON,0.19208218,0.22173378
59,59Aw06,know,know,know,Content,VERB,0.18961294,0.21745813
59,59Aw07,why.,why.,why,Content,SCONJ,0.26421937,0.32698855
59,59Bw01,Light,Light,Light,Content,NOUN,0.17316656,0.14093336
59,59Bw02,is,is,is,Content,AUX,0.43473235,0.5229238
59,59Bw03,reflected,reflected,reflected,Content,VERB,0.19267632,0.20157458
59,59Bw04,and,and,and,Function,CCONJ,null,null
59,59Bw05,absorbed,absorbed,absorbed,Content,VERB,0.18758528,0.17139007
59,59Bw06,by,by,by,Function,ADP,0.1629151,0.18111594
59,59Bw07,"clouds,","clouds,",clouds,Content,NOUN,0.29731643,0.27329248
59,59Bw08,"air,","air,",air,Content,NOUN,0.2648595,0.23059791
59,59Bw09,"oceans,","oceans,",oceans,Content,NOUN,0.41658017,0.36690244
59,59Bw10,ice,ice,ice,Content,NOUN,0.35609627,0.31899753
59,59Bw11,and,and,and,Function,CCONJ,null,null
59,59Bw12,land.,land.,land,Content,NOUN,0.23787463,0.22746111
60,60Aw01,Nobody,Nobody,Nobody,Content,PRON,null,null
60,60Aw02,ever,ever,ever,Content,ADV,0.34923387,0.34923384
60,60Aw03,really,really,really,Content,ADV,0.52699184,0.5192937
60,60Aw04,tells,tells,tells,Content,VERB,0.20105064,0.20303527
60,60Aw05,you,you,you,Function,PRON,0.509923,0.51813364
60,60Aw06,how,how,how,Content,SCONJ,0.45654732,0.46250936
60,60Aw07,to,to,to,Function,PART,null,null
60,60Aw08,breathe.,breathe.,breathe,Content,VERB,0.22304662,0.22526479
60,60Bw01,You,You,You,Function,PRON,0.42901516,0.44261977
60,60Bw02,just,just,just,Content,ADV,0.61063784,0.62372077
60,60Bw03,know,know,know,Content,VERB,0.66593474,0.6758805
60,60Bw04,how,how,how,Content,SCONJ,0.624877,0.63912636
60,60Bw05,to,to,to,Function,PART,null,null
60,60Bw06,do,do,do,Content,VERB,0.6543435,0.6700285
60,60Bw07,it.,it.,it,Function,PRON,0.62691414,0.64058757
61,61Aw01,The,The,The,Function,DET,null,null
61,61Aw02,immense,immense,immense,Content,ADJ,null,null
61,61Aw03,wall,wall,wall,Content,NOUN,0.1581534,0.15815338
61,61Aw04,of,of,of,Function,ADP,null,null
61,61Aw05,"crumbling,","crumbling,",crumbling,Content,VERB,0.2792348,0.279685
61,61Aw06,whitewashed,whitewashed,whitewashed,Content,ADJ,0.328389,0.32100937
61,61Aw07,stone,stone,stone,Content,NOUN,0.40227795,0.40372935
61,61Aw08,might,might,might,Function,AUX,0.13052592,0.13207081
61,61Aw09,have,have,have,Content,AUX,0.1419117,0.14549325
61,61Aw10,belonged,belonged,belonged,Content,VERB,0.17732328,0.19099222
61,61Aw11,to,to,to,Function,ADP,null,null
61,61Aw12,an,an,an,Function,DET,0.060008876,0.06041435
61,61Aw13,abandoned,abandoned,abandoned,Content,VERB,0.38788837,0.37819996
61,61Aw14,castle.,castle.,castle,Content,NOUN,0.35029924,0.3362628
61,61Bw01,Turrets,Turrets,Turrets,Content,NOUN,0.1454534,0.141914
61,61Bw02,lined,lined,lined,Content,VERB,0.28816658,0.29094544
61,61Bw03,a,a,a,Function,DET,null,null
61,61Bw04,roof,roof,roof,Content,NOUN,0.39570102,0.3893486
61,61Bw05,that,that,that,Function,PRON,0.23111585,0.26945496
61,61Bw06,was,was,was,Content,AUX,0.16217151,0.18131073
61,61Bw07,no,no,no,Content,PRON,0.23241153,0.26115364
61,61Bw08,longer,longer,longer,Content,ADV,0.18309729,0.21642807
61,61Bw09,"there,","there,",there,Content,ADV,0.377978,0.42621475
61,61Bw10,and,and,and,Function,CCONJ,null,null
61,61Bw11,watchtowers,watchtowers,watchtowers,Content,NOUN,0.37854245,0.34244746
61,61Bw12,poked,poked,poked,Content,VERB,0.25577188,0.25601363
61,61Bw13,the,the,the,Function,DET,0.3604566,0.40708795
61,61Bw14,sky,sky,sky,Content,NOUN,0.33197916,0.3094389
61,61Bw15,at,at,at,Function,ADP,0.15143563,0.17695566
61,61Bw16,each,each,each,Function,DET,0.14837375,0.15947461
61,61Bw17,corner.,corner.,corner,Content,NOUN,0.34930167,0.34403843
62,62Aw01,You,You,You,Function,PRON,null,null
62,62Aw02,never,never,never,Content,ADV,null,null
62,62Aw03,know,know,know,Content,VERB,0.4364746,0.4364746
62,62Aw04,where,where,where,Content,SCONJ,0.4116239,0.4113613
62,62Aw05,you,you,you,Function,PRON,0.455888,0.4493921
62,62Aw06,will,will,will,Function,AUX,0.15371443,0.15556069
62,62Aw07,find,find,find,Content,VERB,0.3706949,0.37290582
62,62Aw08,love.,love.,love,Content,NOUN,0.41126847,0.4047076
62,62Bw01,Even,Even,Even,Content,ADV,0.2820885,0.2916358
62,62Bw02,on,on,on,Function,ADP,0.21447137,0.23332906
62,62Bw03,a,a,a,Function,DET,null,null
62,62Bw04,crowded,crowded,crowded,Content,ADJ,0.20298167,0.22063872
62,62Bw05,airplane,airplane,airplane,Content,NOUN,0.20510662,0.20538351
62,62Bw06,or,or,or,Function,CCONJ,0.31899327,0.34920868
62,62Bw07,a,a,a,Function,DET,null,null
62,62Bw08,cruise,cruise,cruise,Content,NOUN,0.23848736,0.21824603
62,62Bw09,ship.,ship.,ship,Content,NOUN,0.3254285,0.29040352
63,63Aw01,Imagine,Imagine,Imagine,Content,VERB,null,null
63,63Aw02,an,an,an,Function,DET,0.06466867,0.06466867
63,63Aw03,animal,animal,animal,Content,NOUN,0.02651955,0.026519548
63,63Aw04,that,that,that,Function,PRON,0.17342632,0.17348954
63,63Aw05,looks,looks,looks,Content,VERB,0.26222154,0.2747061
63,63Aw06,like,like,like,Function,ADP,0.45830858,0.4704426
63,63Aw07,a,a,a,Function,DET,null,null
63,63Aw08,"dinosaur,","dinosaur,",dinosaur,Content,NOUN,0.29804385,0.2826062
63,63Aw09,and,and,and,Function,CCONJ,null,null
63,63Aw10,you,you,you,Function,PRON,0.31789878,0.34240043
63,63Aw11,probably,probably,probably,Content,ADV,0.37451538,0.40010935
63,63Aw12,will,will,will,Function,AUX,0.202026,0.24052116
63,63Aw13,not,not,not,Content,PART,0.3524604,0.40603784
63,63Aw14,imagine,imagine,imagine,Content,VERB,0.56568205,0.59941876
63,63Aw15,a,a,a,Function,DET,null,null
63,63Aw16,bat.,bat.,bat,Content,NOUN,0.2054374,0.19546758
63,63Bw01,But,But,But,Function,CCONJ,0.3071917,0.33853224
63,63Bw02,that,that,that,Function,PRON,0.33812103,0.38383526
63,63Bw03,may,may,may,Function,AUX,0.34779662,0.40022725
63,63Bw04,change.,change.,change,Content,VERB,0.23509906,0.24885646
